ID,Gender,DOB,10percentage,12graduation,12percentage,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary,profile,locale,prefix,first_name,last_name,full_name,gender,dob,birth_country,passport_number,passport_expiry,phone_number,email,secondary_address,building_number,street_name,street_suffix,city,postcode,state_abbr,address,cc_number,cc_expiry,cc_security_code,company_name,company_suffix,user_agent
336342,m,1992-12-14,89.33,2008,97.0,8404,2,B.Tech/B.E.,electronics and communication engineering,79.0,8404,0,2012,515,555,655,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.8578,0.0328,-0.1988,-0.26087,-0.2875,89178.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""James"", ""last_name"": ""Brown"", ""full_name"": ""James Brown"", ""gender"": ""m"", ""dob"": ""1925-07-19"", ""birth_country"": ""AU"", ""passport_number"": ""535524221"", ""passport_expiry"": ""2026-02-20"", ""phone_number"": ""+61.471.596.874"", ""email"": ""caleblynch@example.org"", ""secondary_address"": ""Suite 805 "", ""building_number"": ""1"", ""street_name"": ""Richardson Arcade"", ""street_suffix"": ""Walk"", ""city"": ""Brandyton"", ""postcode"": "" 3195"", ""state_abbr"": "" TAS"", ""address"": ""Suite 805 1 Richardson Arcade Walk, Brandyton  TAS,  3195"", ""cc_number"": ""3505203929703589"", ""cc_expiry"": ""02/26"", ""cc_security_code"": ""722"", ""company_name"": ""Allen-Nelson"", ""company_suffix"": ""Inc"", ""user_agent"": ""Opera/9.71.(X11; Linux x86_64; nso-ZA) Presto/2.9.186 Version/12.00""}",en_AU,Mrs.,James,Brown,James Brown,m,1925-07-19,AU,535524221,2026-02-20,+61.471.596.874,caleblynch@example.org,Suite 805 ,1,Richardson Arcade,Walk,Brandyton,3195, TAS,"Suite 805 1 Richardson Arcade Walk, Brandyton  TAS,  3195",3505203929703589,02/26,722,Allen-Nelson,Inc,Opera/9.71.(X11; Linux x86_64; nso-ZA) Presto/2.9.186 Version/12.00
957046,f,1993-08-14,85.8,2010,65.8,7627,2,B.Tech/B.E.,information technology,69.7,7627,0,2014,615,630,750,0.622642915849938,485,-1,407,-1,-1,-1,-1,0.8463,1.0449,0.01,-0.2344,0.4805,87747.0,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Michelle"", ""last_name"": ""Blackburn"", ""full_name"": ""Michelle Blackburn"", ""gender"": ""f"", ""dob"": ""1908-12-14"", ""birth_country"": ""AU"", ""passport_number"": ""L63805675"", ""passport_expiry"": ""2024-09-17"", ""phone_number"": ""(03).8900.4108"", ""email"": ""hdavidson@example.com"", ""secondary_address"": ""Suite 520 "", ""building_number"": ""992"", ""street_name"": ""James Ridgeway"", ""street_suffix"": ""Upper"", ""city"": ""Nicholeshire"", ""postcode"": "" 2654"", ""state_abbr"": "" VIC"", ""address"": ""Suite 520 992 James Ridgeway Upper, Nicholeshire  VIC,  2654"", ""cc_number"": ""3545785204722567"", ""cc_expiry"": ""04/33"", ""cc_security_code"": ""364"", ""company_name"": ""Diaz, Allen and Mcclure"", ""company_suffix"": ""LLC"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.0)""}",en_AU,Mr.,Michelle,Blackburn,Michelle Blackburn,f,1908-12-14,AU,L63805675,2024-09-17,(03).8900.4108,hdavidson@example.com,Suite 520 ,992,James Ridgeway,Upper,Nicholeshire,2654, VIC,"Suite 520 992 James Ridgeway Upper, Nicholeshire  VIC,  2654",3545785204722567,04/33,364,"Diaz, Allen and Mcclure",LLC,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.0)
652780,m,1992-05-18,86.0,2009,94.4,9557,2,B.Tech/B.E.,electronics and communication engineering,73.75,9557,1,2013,500,410,455,0.376059586651545,345,300,-1,-1,-1,-1,-1,-0.4463,-0.9531,-1.0659,-0.7415,-0.2859,83451.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Kenneth"", ""last_name"": ""Jones"", ""full_name"": ""Kenneth Jones"", ""gender"": ""m"", ""dob"": ""1958-08-13"", ""birth_country"": ""AU"", ""passport_number"": ""083888167"", ""passport_expiry"": ""2027-05-18"", ""phone_number"": ""+61-7-8362-1756"", ""email"": ""michaelroberts@example.org"", ""secondary_address"": ""Apt. 707 "", ""building_number"": ""4"", ""street_name"": ""Michelle Riverway"", ""street_suffix"": ""Dip"", ""city"": ""Port Tracyport"", ""postcode"": "" 2619"", ""state_abbr"": "" ACT"", ""address"": ""Apt. 707 4 Michelle Riverway Dip, Port Tracyport  ACT,  2619"", ""cc_number"": ""3552757365349282"", ""cc_expiry"": ""05/27"", ""cc_security_code"": ""0245"", ""company_name"": ""Lewis LLC"", ""company_suffix"": ""Ltd"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.0)""}",en_AU,Mrs.,Kenneth,Jones,Kenneth Jones,m,1958-08-13,AU,083888167,2027-05-18,+61-7-8362-1756,michaelroberts@example.org,Apt. 707 ,4,Michelle Riverway,Dip,Port Tracyport,2619, ACT,"Apt. 707 4 Michelle Riverway Dip, Port Tracyport  ACT,  2619",3552757365349282,05/27,245,Lewis LLC,Ltd,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.0)
1122862,m,1990-12-27,81.0,2009,86.0,485,2,B.Tech/B.E.,computer science & engineering,74.15,485,0,2014,520,625,630,0.978799292641428,615,-1,561,-1,-1,-1,-1,-1.0208,-0.2871,0.6248,-0.995,-0.4776,86315.0,"{""locale"": ""en_IN"", ""prefix"": ""Dr."", ""first_name"": ""Zeeshan"", ""last_name"": ""Dugar"", ""full_name"": ""Zeeshan Dugar"", ""gender"": ""m"", ""dob"": ""2015-02-12"", ""birth_country"": ""IN"", ""passport_number"": ""583584428"", ""passport_expiry"": ""2026-10-19"", ""phone_number"": ""(07) 9610 6606"", ""email"": ""desiree98@example.net"", ""secondary_address"": ""Apt. 515 "", ""building_number"": ""292"", ""street_name"": ""Olson Dell"", ""street_suffix"": ""Ground"", ""city"": ""East Craigton"", ""postcode"": "" 2602"", ""state_abbr"": "" TAS"", ""address"": ""Apt. 515 292 Olson Dell Ground, East Craigton  TAS,  2602"", ""cc_number"": ""30221000701306"", ""cc_expiry"": ""05/34"", ""cc_security_code"": ""223"", ""company_name"": ""Thomas, Ramirez and Leonard"", ""company_suffix"": ""and Sons"", ""user_agent"": ""Opera/9.74.(Windows 98; ayc-PE) Presto/2.9.161 Version/11.00""}",en_IN,Dr.,Zeeshan,Dugar,Zeeshan Dugar,m,2015-02-12,IN,583584428,2026-10-19,(07) 9610 6606,desiree98@example.net,Apt. 515 ,292,Olson Dell,Ground,East Craigton,2602, TAS,"Apt. 515 292 Olson Dell Ground, East Craigton  TAS,  2602",30221000701306,05/34,223,"Thomas, Ramirez and Leonard",and Sons,Opera/9.74.(Windows 98; ayc-PE) Presto/2.9.161 Version/11.00
324782,m,1990-10-07,88.09,2008,95.6,6609,2,B.Tech/B.E.,electronics and communication engineering,75.6,6609,1,2012,445,625,495,0.694479327708463,-1,366,-1,-1,-1,393,-1,0.9737,1.1248,-1.3599,-0.52527,-0.643,88104.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Samuel"", ""last_name"": ""Horton"", ""full_name"": ""Samuel Horton"", ""gender"": ""m"", ""dob"": ""1932-08-13"", ""birth_country"": ""AU"", ""passport_number"": ""N79411703"", ""passport_expiry"": ""2028-04-19"", ""phone_number"": ""0302062581"", ""email"": ""lthompson@example.org"", ""secondary_address"": ""3/"", ""building_number"": ""2"", ""street_name"": ""Gail Laneway"", ""street_suffix"": ""Break"", ""city"": ""Port Kristinburgh"", ""postcode"": "" 2470"", ""state_abbr"": "" WA"", ""address"": ""3/2 Gail Laneway Break, Port Kristinburgh  WA,  2470"", ""cc_number"": ""4652183593718"", ""cc_expiry"": ""06/30"", ""cc_security_code"": ""785"", ""company_name"": ""Sanchez, Miller and Smith"", ""company_suffix"": ""Group"", ""user_agent"": ""Opera/9.69.(X11; Linux x86_64; fi-FI) Presto/2.9.167 Version/12.00""}",en_AU,Mrs.,Samuel,Horton,Samuel Horton,m,1932-08-13,AU,N79411703,2028-04-19,0302062581,lthompson@example.org,3/,2,Gail Laneway,Break,Port Kristinburgh,2470, WA,"3/2 Gail Laneway Break, Port Kristinburgh  WA,  2470",4652183593718,06/30,785,"Sanchez, Miller and Smith",Group,Opera/9.69.(X11; Linux x86_64; fi-FI) Presto/2.9.167 Version/12.00
868740,m,1992-05-01,94.4,2010,86.0,8888,2,B.Tech/B.E.,mechanical engineering,8.13,8888,0,2014,535,630,545,0.459015840492937,-1,-1,-1,376,-1,-1,-1,0.4155,-0.6201,0.01,-0.6147,-0.4776,84167.0,"{""locale"": ""en_AU"", ""prefix"": ""Dr."", ""first_name"": ""John"", ""last_name"": ""Flores"", ""full_name"": ""John Flores"", ""gender"": ""m"", ""dob"": ""1980-04-10"", ""birth_country"": ""AU"", ""passport_number"": ""P05650812"", ""passport_expiry"": ""2029-07-27"", ""phone_number"": ""0432.730.844"", ""email"": ""rryan@example.net"", ""secondary_address"": ""52/"", ""building_number"": ""76"", ""street_name"": ""Russell Follow"", ""street_suffix"": ""Underpass"", ""city"": ""Lindaberg"", ""postcode"": "" 2116"", ""state_abbr"": "" SA"", ""address"": ""52/76 Russell Follow Underpass, Lindaberg  SA,  2116"", ""cc_number"": ""6593234495636644"", ""cc_expiry"": ""12/30"", ""cc_security_code"": ""831"", ""company_name"": ""Smith-Benson"", ""company_suffix"": ""and Sons"", ""user_agent"": ""Opera/9.30.(X11; Linux x86_64; kok-IN) Presto/2.9.189 Version/10.00""}",en_AU,Dr.,John,Flores,John Flores,m,1980-04-10,AU,P05650812,2029-07-27,0432.730.844,rryan@example.net,52/,76,Russell Follow,Underpass,Lindaberg,2116, SA,"52/76 Russell Follow Underpass, Lindaberg  SA,  2116",6593234495636644,12/30,831,Smith-Benson,and Sons,Opera/9.30.(X11; Linux x86_64; kok-IN) Presto/2.9.189 Version/10.00
956695,f,1992-10-26,87.23,2010,76.12,15862,2,B.Tech/B.E.,electronics & telecommunications,63.58,15862,0,2014,405,485,605,0.338786347219528,-1,292,-1,-1,-1,-1,-1,1.2772,0.7119,0.1637,-0.995,0.4805,86315.0,"{""locale"": ""en_AU"", ""prefix"": ""Dr."", ""first_name"": ""Jessica"", ""last_name"": ""Sanchez"", ""full_name"": ""Jessica Sanchez"", ""gender"": ""f"", ""dob"": ""1968-07-30"", ""birth_country"": ""AU"", ""passport_number"": ""A52652761"", ""passport_expiry"": ""2026-07-03"", ""phone_number"": ""(08) 5007 6246"", ""email"": ""vsmith@example.org"", ""secondary_address"": ""Flat 90 "", ""building_number"": ""381"", ""street_name"": ""Eric Block"", ""street_suffix"": ""Formation"", ""city"": ""Brittanystad"", ""postcode"": "" 2618"", ""state_abbr"": "" TAS"", ""address"": ""Flat 90 381 Eric Block Formation, Brittanystad  TAS,  2618"", ""cc_number"": ""3545672946392836"", ""cc_expiry"": ""02/29"", ""cc_security_code"": ""406"", ""company_name"": ""Ponce, Clayton and Martinez"", ""company_suffix"": ""and Sons"", ""user_agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; kok-IN) AppleWebKit/535.21.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.21.5""}",en_AU,Dr.,Jessica,Sanchez,Jessica Sanchez,f,1968-07-30,AU,A52652761,2026-07-03,(08) 5007 6246,vsmith@example.org,Flat 90 ,381,Eric Block,Formation,Brittanystad,2618, TAS,"Flat 90 381 Eric Block Formation, Brittanystad  TAS,  2618",3545672946392836,02/29,406,"Ponce, Clayton and Martinez",and Sons,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; kok-IN) AppleWebKit/535.21.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.21.5"
30388,m,1987-12-15,65.16,2004,60.01,64,2,B.Tech/B.E.,computer engineering,71.52,64,0,2010,505,485,585,0.974396112538398,615,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,0.672,-0.6428,0.5024,85599.0,"{""locale"": ""en_AU"", ""prefix"": ""Dr."", ""first_name"": ""Jeremy"", ""last_name"": ""Mayo"", ""full_name"": ""Jeremy Mayo"", ""gender"": ""m"", ""dob"": ""1989-04-15"", ""birth_country"": ""AU"", ""passport_number"": ""757692910"", ""passport_expiry"": ""2025-03-22"", ""phone_number"": ""+61.3.1643.5807"", ""email"": ""shensley@example.com"", ""secondary_address"": ""Unit 34 "", ""building_number"": ""333"", ""street_name"": ""Cooper Crescent"", ""street_suffix"": ""Dell"", ""city"": ""West Anthonyland"", ""postcode"": "" 7225"", ""state_abbr"": "" NT"", ""address"": ""Unit 34 333 Cooper Crescent Dell, West Anthonyland  NT,  7225"", ""cc_number"": ""4036427240196753"", ""cc_expiry"": ""07/32"", ""cc_security_code"": ""828"", ""company_name"": ""Payne, Garcia and Clark"", ""company_suffix"": ""and Sons"", ""user_agent"": ""Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.41.6 (KHTML, like Gecko) Version/4.0 Safari/532.41.6""}",en_AU,Dr.,Jeremy,Mayo,Jeremy Mayo,m,1989-04-15,AU,757692910,2025-03-22,+61.3.1643.5807,shensley@example.com,Unit 34 ,333,Cooper Crescent,Dell,West Anthonyland,7225, NT,"Unit 34 333 Cooper Crescent Dell, West Anthonyland  NT,  7225",4036427240196753,07/32,828,"Payne, Garcia and Clark",and Sons,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.41.6 (KHTML, like Gecko) Version/4.0 Safari/532.41.6"
343471,f,1991-01-14,68.0,2008,83.0,11368,2,B.Tech/B.E.,electronics and communication engineering,68.6,11368,0,2012,425,334,365,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-0.7651,-1.6833,0.0914,0.35603,-0.9194,88104.0,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Alison"", ""last_name"": ""Hughes"", ""full_name"": ""Alison Hughes"", ""gender"": ""f"", ""dob"": ""1931-12-24"", ""birth_country"": ""AU"", ""passport_number"": ""471201150"", ""passport_expiry"": ""2028-03-15"", ""phone_number"": ""02337089"", ""email"": ""gabrielle88@example.net"", ""secondary_address"": ""Flat 31 "", ""building_number"": ""1"", ""street_name"": ""Amanda Cove"", ""street_suffix"": ""Promenade"", ""city"": ""New Eugene"", ""postcode"": "" 2537"", ""state_abbr"": "" SA"", ""address"": ""Flat 31 1 Amanda Cove Promenade, New Eugene  SA,  2537"", ""cc_number"": ""630437805538"", ""cc_expiry"": ""12/27"", ""cc_security_code"": ""970"", ""company_name"": ""Huber-Malone"", ""company_suffix"": ""and Sons"", ""user_agent"": ""Opera/9.94.(Windows NT 5.0; mag-IN) Presto/2.9.176 Version/11.00""}",en_AU,Mr.,Alison,Hughes,Alison Hughes,f,1931-12-24,AU,471201150,2028-03-15,02337089,gabrielle88@example.net,Flat 31 ,1,Amanda Cove,Promenade,New Eugene,2537, SA,"Flat 31 1 Amanda Cove Promenade, New Eugene  SA,  2537",630437805538,12/27,970,Huber-Malone,and Sons,Opera/9.94.(Windows NT 5.0; mag-IN) Presto/2.9.176 Version/11.00
927772,m,1992-10-03,93.44,2010,60.33,1937,2,B.Tech/B.E.,information science engineering,58.0,1937,0,2014,675,425,470,0.144789889482462,505,-1,284,-1,-1,-1,-1,-0.3027,-1.7856,0.9322,-0.8682,-0.0943,86315.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Raymond"", ""last_name"": ""Cox"", ""full_name"": ""Raymond Cox"", ""gender"": ""m"", ""dob"": ""1934-09-02"", ""birth_country"": ""AU"", ""passport_number"": ""W63033898"", ""passport_expiry"": ""2025-11-09"", ""phone_number"": ""0486 535 703"", ""email"": ""raymond28@example.com"", ""secondary_address"": ""Apt. 168 "", ""building_number"": ""0"", ""street_name"": ""Lee Esplanade"", ""street_suffix"": ""Viaduct"", ""city"": ""New Antonio"", ""postcode"": "" 2838"", ""state_abbr"": "" NT"", ""address"": ""Apt. 168 0 Lee Esplanade Viaduct, New Antonio  NT,  2838"", ""cc_number"": ""502094896441"", ""cc_expiry"": ""05/29"", ""cc_security_code"": ""2299"", ""company_name"": ""Richardson Group"", ""company_suffix"": ""Group"", ""user_agent"": ""Opera/9.42.(Windows 98; Win 9x 4.90; ha-NG) Presto/2.9.189 Version/10.00""}",en_AU,Mrs.,Raymond,Cox,Raymond Cox,m,1934-09-02,AU,W63033898,2025-11-09,0486 535 703,raymond28@example.com,Apt. 168 ,0,Lee Esplanade,Viaduct,New Antonio,2838, NT,"Apt. 168 0 Lee Esplanade Viaduct, New Antonio  NT,  2838",502094896441,05/29,2299,Richardson Group,Group,Opera/9.42.(Windows 98; Win 9x 4.90; ha-NG) Presto/2.9.189 Version/10.00
225140,m,1989-01-01,83.2,2006,72.2,11662,2,B.Tech/B.E.,computer engineering,64.09,11662,1,2011,575,605,565,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.3447,1.5928,0.3817,-0.6428,0.6603,87031.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Devin"", ""last_name"": ""Sanchez"", ""full_name"": ""Devin Sanchez"", ""gender"": ""m"", ""dob"": ""1944-10-11"", ""birth_country"": ""AU"", ""passport_number"": ""H90355415"", ""passport_expiry"": ""2025-05-15"", ""phone_number"": ""+61319795640"", ""email"": ""tamara07@example.org"", ""secondary_address"": ""Suite 437 "", ""building_number"": ""38"", ""street_name"": ""Laurie Access"", ""street_suffix"": ""Avenue"", ""city"": ""Porterville"", ""postcode"": "" 7466"", ""state_abbr"": "" QLD"", ""address"": ""Suite 437 38 Laurie Access Avenue, Porterville  QLD,  7466"", ""cc_number"": ""503848432590"", ""cc_expiry"": ""03/29"", ""cc_security_code"": ""332"", ""company_name"": ""Robbins and Sons"", ""company_suffix"": ""LLC"", ""user_agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/18.8a0156.0 Mobile/15B540 Safari/534.0""}",en_AU,Mrs.,Devin,Sanchez,Devin Sanchez,m,1944-10-11,AU,H90355415,2025-05-15,+61319795640,tamara07@example.org,Suite 437 ,38,Laurie Access,Avenue,Porterville,7466, QLD,"Suite 437 38 Laurie Access Avenue, Porterville  QLD,  7466",503848432590,03/29,332,Robbins and Sons,LLC,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/18.8a0156.0 Mobile/15B540 Safari/534.0"
794191,m,1992-10-20,85.2,2010,64.0,8350,2,B.Tech/B.E.,computer science & engineering,69.0,8350,0,2014,450,435,470,0.0800552813405495,465,-1,253,-1,-1,-1,-1,0.8463,1.3779,0.9322,-0.3612,0.6721,84167.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Brandon"", ""last_name"": ""Nguyen"", ""full_name"": ""Brandon Nguyen"", ""gender"": ""m"", ""dob"": ""1914-06-02"", ""birth_country"": ""AU"", ""passport_number"": ""317925460"", ""passport_expiry"": ""2028-01-07"", ""phone_number"": ""3084 8868"", ""email"": ""dianamcpherson@example.org"", ""secondary_address"": ""Flat 83 "", ""building_number"": ""80"", ""street_name"": ""Derek Wade"", ""street_suffix"": ""Roads"", ""city"": ""North Kaitlyn"", ""postcode"": "" 2619"", ""state_abbr"": "" WA"", ""address"": ""Flat 83 80 Derek Wade Roads, North Kaitlyn  WA,  2619"", ""cc_number"": ""30262492982616"", ""cc_expiry"": ""06/30"", ""cc_security_code"": ""1971"", ""company_name"": ""Mendoza and Sons"", ""company_suffix"": ""LLC"", ""user_agent"": ""Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1 rv:2.0; cv-RU) AppleWebKit/533.49.5 (KHTML, like Gecko) Version/5.1 Safari/533.49.5""}",en_AU,Mrs.,Brandon,Nguyen,Brandon Nguyen,m,1914-06-02,AU,317925460,2028-01-07,3084 8868,dianamcpherson@example.org,Flat 83 ,80,Derek Wade,Roads,North Kaitlyn,2619, WA,"Flat 83 80 Derek Wade Roads, North Kaitlyn  WA,  2619",30262492982616,06/30,1971,Mendoza and Sons,LLC,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1 rv:2.0; cv-RU) AppleWebKit/533.49.5 (KHTML, like Gecko) Version/5.1 Safari/533.49.5"
911856,m,1991-06-10,72.0,2009,68.4,51,2,B.Tech/B.E.,information technology,67.84,51,0,2014,650,470,680,0.998876108102859,635,-1,653,-1,-1,-1,-1,-0.159,-0.1206,-0.1437,-1.6289,0.2889,86852.0,"{""locale"": ""en_IN"", ""prefix"": ""Ms."", ""first_name"": ""Saanvi"", ""last_name"": ""Rajan"", ""full_name"": ""Saanvi Rajan"", ""gender"": ""m"", ""dob"": ""1966-08-23"", ""birth_country"": ""IN"", ""passport_number"": ""346039102"", ""passport_expiry"": ""2028-08-31"", ""phone_number"": ""(02) 5106 9797"", ""email"": ""iroberts@example.net"", ""secondary_address"": ""935/"", ""building_number"": ""0"", ""street_name"": ""Estes Quad"", ""street_suffix"": ""Follow"", ""city"": ""Morrisonstad"", ""postcode"": "" 2937"", ""state_abbr"": "" VIC"", ""address"": ""935/0 Estes Quad Follow, Morrisonstad  VIC,  2937"", ""cc_number"": ""4253790548750861265"", ""cc_expiry"": ""06/30"", ""cc_security_code"": ""401"", ""company_name"": ""Hale Group"", ""company_suffix"": ""PLC"", ""user_agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/53.0.808.0 Mobile/35Q142 Safari/532.0""}",en_IN,Ms.,Saanvi,Rajan,Saanvi Rajan,m,1966-08-23,IN,346039102,2028-08-31,(02) 5106 9797,iroberts@example.net,935/,0,Estes Quad,Follow,Morrisonstad,2937, VIC,"935/0 Estes Quad Follow, Morrisonstad  VIC,  2937",4253790548750861265,06/30,401,Hale Group,PLC,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/53.0.808.0 Mobile/35Q142 Safari/532.0"
1274522,m,1992-03-31,70.0,2010,65.0,1139,2,B.Tech/B.E.,information technology,66.0,1139,0,2014,405,470,545,-1.0,-1,-1,-1,-1,-1,-1,-1,0.4155,0.3789,-0.9122,-1.1218,-0.8608,87210.0,"{""locale"": ""en_AU"", ""prefix"": ""Dr."", ""first_name"": ""Andrew"", ""last_name"": ""Lopez"", ""full_name"": ""Andrew Lopez"", ""gender"": ""m"", ""dob"": ""1910-03-24"", ""birth_country"": ""AU"", ""passport_number"": ""135087671"", ""passport_expiry"": ""2025-03-15"", ""phone_number"": ""02-2264-2330"", ""email"": ""gmorgan@example.org"", ""secondary_address"": ""Apt. 528 "", ""building_number"": ""933"", ""street_name"": ""Gentry Arcade"", ""street_suffix"": ""Amble"", ""city"": ""North Daniel"", ""postcode"": "" 2940"", ""state_abbr"": "" WA"", ""address"": ""Apt. 528 933 Gentry Arcade Amble, North Daniel  WA,  2940"", ""cc_number"": ""4096248837173747800"", ""cc_expiry"": ""02/27"", ""cc_security_code"": ""547"", ""company_name"": ""Peck, Williams and Lamb"", ""company_suffix"": ""PLC"", ""user_agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/18.0.877.0 Safari/532.0""}",en_AU,Dr.,Andrew,Lopez,Andrew Lopez,m,1910-03-24,AU,135087671,2025-03-15,02-2264-2330,gmorgan@example.org,Apt. 528 ,933,Gentry Arcade,Amble,North Daniel,2940, WA,"Apt. 528 933 Gentry Arcade Amble, North Daniel  WA,  2940",4096248837173747800,02/27,547,"Peck, Williams and Lamb",PLC,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/18.0.877.0 Safari/532.0"
360290,f,1990-08-08,73.6,2008,62.66,11425,2,B.Tech/B.E.,information technology,72.22,11425,1,2012,415,385,365,0.793580614548506,495,-1,-1,-1,-1,-1,-1,1.4374,0.9688,0.3817,0.8848,-0.0506,89894.0,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Katherine"", ""last_name"": ""Wagner"", ""full_name"": ""Katherine Wagner"", ""gender"": ""f"", ""dob"": ""1979-04-15"", ""birth_country"": ""AU"", ""passport_number"": ""I81073166"", ""passport_expiry"": ""2028-04-15"", ""phone_number"": ""0403-920-329"", ""email"": ""david17@example.com"", ""secondary_address"": ""372/"", ""building_number"": ""0"", ""street_name"": ""Jake Avenue"", ""street_suffix"": ""Block"", ""city"": ""North Alexander"", ""postcode"": "" 8414"", ""state_abbr"": "" VIC"", ""address"": ""372/0 Jake Avenue Block, North Alexander  VIC,  8414"", ""cc_number"": ""676340763421"", ""cc_expiry"": ""11/25"", ""cc_security_code"": ""923"", ""company_name"": ""Brown-Ramirez"", ""company_suffix"": ""PLC"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0)""}",en_AU,Mr.,Katherine,Wagner,Katherine Wagner,f,1979-04-15,AU,I81073166,2028-04-15,0403-920-329,david17@example.com,372/,0,Jake Avenue,Block,North Alexander,8414, VIC,"372/0 Jake Avenue Block, North Alexander  VIC,  8414",676340763421,11/25,923,Brown-Ramirez,PLC,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0)
308247,m,1989-10-03,67.0,2007,73.0,350,2,B.Tech/B.E.,information technology,64.7,350,0,2012,655,445,525,0.308400582860308,355,-1,-1,-1,-1,-1,-1,-0.7264,1.4368,0.2366,0.2973,-0.4455,86315.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Dustin"", ""last_name"": ""Richardson"", ""full_name"": ""Dustin Richardson"", ""gender"": ""m"", ""dob"": ""2022-10-04"", ""birth_country"": ""AU"", ""passport_number"": ""G35053946"", ""passport_expiry"": ""2027-02-24"", ""phone_number"": ""(02) 9674 0546"", ""email"": ""theresa24@example.com"", ""secondary_address"": ""6/"", ""building_number"": ""28"", ""street_name"": ""Christopher Distributor"", ""street_suffix"": ""Gardens"", ""city"": ""Benjaminstad"", ""postcode"": "" 2604"", ""state_abbr"": "" WA"", ""address"": ""6/28 Christopher Distributor Gardens, Benjaminstad  WA,  2604"", ""cc_number"": ""349199219375136"", ""cc_expiry"": ""08/32"", ""cc_security_code"": ""229"", ""company_name"": ""Jimenez-Giles"", ""company_suffix"": ""LLC"", ""user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/34.0.860.0 Safari/531.2""}",en_AU,Mrs.,Dustin,Richardson,Dustin Richardson,m,2022-10-04,AU,G35053946,2027-02-24,(02) 9674 0546,theresa24@example.com,6/,28,Christopher Distributor,Gardens,Benjaminstad,2604, WA,"6/28 Christopher Distributor Gardens, Benjaminstad  WA,  2604",349199219375136,08/32,229,Jimenez-Giles,LLC,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/34.0.860.0 Safari/531.2"
